participantID,generatedChart,takeawayInfoReliance,takeawayRank,chartSemanticLevel,chartSemanticLevel_next,chartAnnotation,chartAnnotation_next,takeawayText,takeawayLevel,isTakeawayMatch,takeawayMatchLevel,isTakeawayExt,isTakeawayL1,isTakeawayL2,isTakeawayL3,isTakeawayL4
154,7,3,3,1,2,Line depicts number of immigrants over time,Immigration in 1982 higher than 1980,After 1990 there was a sharp decline back to almost 1970 levels,3,0,0,0,0,0,1,0
155,4,4,1,2,4,Maximum,Technological boom,"there was a sharp drop before ""technological boom""",4,1,4,0,0,0,0,1
155,4,4,2,2,4,Maximum,Technological boom,The growth was more steady after the boom,3,1,3,0,0,0,1,0
155,4,4,3,2,4,Maximum,Technological boom,don't know,0,0,0,0,0,0,0,0
156,4,4,1,1,3,Line depicts the change in median household income every 10 years from 1960-2010,"After falling, household income increases.",Its about the median income every 10 years from the 60s to 2010s,1,1,1,0,1,0,0,0
156,4,4,2,1,3,Line depicts the change in median household income every 10 years from 1960-2010,"After falling, household income increases.",There was a giant spike in the 80s up until 85,3,0,0,0,0,0,1,0
156,4,4,3,1,3,Line depicts the change in median household income every 10 years from 1960-2010,"After falling, household income increases.",IN 85 it peaked and dropped drastically back down until about 1989,3,0,0,0,0,0,1,0
157,7,4,1,4,NA,Changes in administrative policy caused spikes in immigration,NA,Immigration was at its highest in 1980.,2,0,0,0,0,1,0,0
157,7,4,2,4,NA,Changes in administrative policy caused spikes in immigration,NA,The second spike in immigration happened in 1990.,3,0,0,0,0,0,1,0
157,7,4,3,4,NA,Changes in administrative policy caused spikes in immigration,NA,Immigration levels in 2010 were almost the same as they were in 1970.,2,0,0,0,0,1,0,0
158,8,4,1,1,2,Number of app users ranged from 0 to 500K,Number of app users in 2020 less than in 2015,the chart shows app users from 2010 to 2020,1,0,0,0,1,0,0,0
158,8,4,2,1,2,Number of app users ranged from 0 to 500K,Number of app users in 2020 less than in 2015,the overall number of app users has fallen in the period from 2010 to 2020,3,0,0,0,0,0,1,0
158,8,4,3,1,2,Number of app users ranged from 0 to 500K,Number of app users in 2020 less than in 2015,2013 showed a massive upward trend in app users before continuing to fall over time,3,0,0,0,0,0,1,0
159,4,5,1,1,NA,Line depicts the change in median household income every 10 years from 1960-2010,NA,In 1982 the income began to rise to 80K in 1985ish and back to 30K in 1990.,2,0,0,0,0,1,0,0
159,4,5,2,1,NA,Line depicts the change in median household income every 10 years from 1960-2010,NA,Income remained consistent at around 22K from 1960 - 1982.,3,0,0,0,0,0,1,0
160,5,3,1,1,2,President approval rating over 5 years (2015-2020),Maximum,The best approval was 2018,2,1,2,0,0,1,0,0
160,5,3,2,1,2,President approval rating over 5 years (2015-2020),Maximum,Approval went up until 2018,3,0,0,0,0,0,1,0
160,5,3,3,1,2,President approval rating over 5 years (2015-2020),Maximum,After 2018 approval went down,3,0,0,0,0,0,1,0
161,8,4,1,1,3,Number of app users ranged from 0 to 500K,Rapid increase in users from 2012 to 2013,App usage declined from 2010-2020,3,0,0,0,0,0,1,0
162,3,5,1,3,4,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",National debt crisis caused steep decrease from 1960-62.,The stock crisis has gotten better over time,4,0,0,0,0,0,0,1
162,3,5,2,3,4,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",National debt crisis caused steep decrease from 1960-62.,It is 0 in 2020,2,0,0,0,0,1,0,0
162,3,5,3,3,4,"Pivotal moment for stock index in 1962, decreasing rate changed dramatically",National debt crisis caused steep decrease from 1960-62.,National Debt Crisis caused a large drop,4,1,4,0,0,0,0,1
163,7,5,1,2,4,Immigration in 1982 higher than 1980,Changes in administrative policy caused spikes in immigration,That the immigration level was higher in the 1980 than any other time,2,1,2,0,0,1,0,0
163,7,5,2,2,4,Immigration in 1982 higher than 1980,Changes in administrative policy caused spikes in immigration,1970 and 2010 were the same in both periods of immigration,2,0,0,0,0,1,0,0
163,7,5,3,2,4,Immigration in 1982 higher than 1980,Changes in administrative policy caused spikes in immigration,The numbers show me that after 1980 immigrations was more on a decline by using the text I see this in the visual,3,0,0,0,0,0,1,0
164,4,4,1,1,2,Line depicts the change in median household income every 10 years from 1960-2010,Maximum,Median income change over a 50 year span,1,1,1,0,1,0,0,0
164,4,4,2,1,2,Line depicts the change in median household income every 10 years from 1960-2010,Maximum,Steady increase around 1990 to present,3,0,0,0,0,0,1,0
164,4,4,3,1,2,Line depicts the change in median household income every 10 years from 1960-2010,Maximum,Income peak near 1985 and then drop.,2,1,2,0,0,1,0,0
165,4,4,1,4,NA,Technological boom,NA,There was a huge increase in household income followed by a steep decline,3,0,0,0,0,0,1,0
166,9,4,1,2,NA,Attendance in 2010 greater than 2009,NA,Attendance dropped sharply in 2009,3,0,0,0,0,0,1,0
167,9,3,1,3,NA,Attendance plummets over the span of a year.,NA,The chart showed a big drop in attendance from 2010 to 2011.,3,1,3,0,0,0,1,0
167,9,3,2,3,NA,Attendance plummets over the span of a year.,NA,The chart was about attendance of sporting events from 2000 to 2020.,1,0,0,0,1,0,0,0
167,9,3,3,3,NA,Attendance plummets over the span of a year.,NA,The chart showed after 2011 the attendance began to climb back up again.,3,0,0,0,0,0,1,0
168,4,3,1,1,4,Line depicts the change in median household income every 10 years from 1960-2010,Technological boom,There was a massive spike in median household income from 1980 to in and around 1985.,3,0,0,0,0,0,1,0
168,4,3,2,1,4,Line depicts the change in median household income every 10 years from 1960-2010,Technological boom,The median household spike was caused by a technological boom in 1980 which appeared to fizzle out from 1986 to 1990 before another gradual increase occurred.,4,1,4,0,0,0,0,1
168,4,3,3,1,4,Line depicts the change in median household income every 10 years from 1960-2010,Technological boom,"While median income fell drastically from 1986 to 1990, it recovered and had a steady increase from that point forward until 2010 where the graph ends.",3,0,0,0,0,0,1,0
169,7,4,1,1,4,Line depicts number of immigrants over time,Changes in administrative policy caused spikes in immigration,Changes in administrative policy caused immigration levels to change significantly over time.,4,1,4,0,0,0,0,1
169,7,4,2,1,4,Line depicts number of immigrants over time,Changes in administrative policy caused spikes in immigration,"The largest number of immigrants recorded was in 1980 with 2 million, after which there was a decline.",2,0,0,0,0,1,0,0
169,7,4,3,1,4,Line depicts number of immigrants over time,Changes in administrative policy caused spikes in immigration,Immigration peaked again in 1990 at 1.5 million before dropping steadily since.,3,0,0,0,0,0,1,0
170,7,4,1,2,NA,Immigration in 1982 higher than 1980,NA,Immigration shot way up in 1982.,3,1,2,0,0,0,1,0
170,7,4,2,2,NA,Immigration in 1982 higher than 1980,NA,It started to decrease in 1985.,3,0,0,0,0,0,1,0
170,7,4,3,2,NA,Immigration in 1982 higher than 1980,NA,It has been going down since 1990,3,0,0,0,0,0,1,0
171,6,4,1,1,3,National debt over 20 years,National debt climbs to previous high,Something happened in the early 1990s to decrease the nation debt to lower levels,4,0,0,0,0,0,0,1
171,6,4,2,1,3,National debt over 20 years,National debt climbs to previous high,Something happened in the mid 1990s to steadily increase the national debit to higher than the pre-1990 levels,4,1,3,0,0,0,0,1
171,6,4,3,1,3,National debt over 20 years,National debt climbs to previous high,National debt was relatively stable post 2000,3,0,0,0,0,0,1,0
172,2,3,1,2,4,Income in 2010 greater than 2008,Steady increase from 1960-2008 was caused by an increase in base wages.,Median household income has been steadily increasing for decades.,3,1,3,0,0,0,1,0
172,2,3,2,2,4,Income in 2010 greater than 2008,Steady increase from 1960-2008 was caused by an increase in base wages.,"Around the year 2008, median household incomes began increasing more sharply than the steady increase in previous years/decades.",3,0,0,0,0,0,1,0
172,2,3,3,2,4,Income in 2010 greater than 2008,Steady increase from 1960-2008 was caused by an increase in base wages.,The reason for the steady wage increase is base wages increasing.,4,1,4,0,0,0,0,1
173,4,4,1,3,4,"After falling, household income increases.",Technological boom,The tech boom came right before increase in medium household income.,4,1,4,0,0,0,0,1
173,4,4,2,3,4,"After falling, household income increases.",Technological boom,Median household income was highest in 1980,2,0,0,0,0,1,0,0
173,4,4,3,3,4,"After falling, household income increases.",Technological boom,Median household income was lower in 1970 to 1990,2,0,0,0,0,1,0,0
174,5,4,1,2,4,Maximum,President starts popular initiatives against child hunger,The approval ratings doubled from 40 to 80 when the president initiated a school program,4,1,4,0,0,0,0,1
174,5,4,2,2,4,Maximum,President starts popular initiatives against child hunger,"Otherwise, the ratings remained stagnant",3,0,0,0,0,0,1,0
175,4,3,1,2,3,Maximum,"After falling, household income increases.",The medium household income was at it's maximum between 1980 and 1990.,2,1,2,0,0,1,0,0
176,5,4,1,2,3,Maximum,Steep fall slows to a steady decrease,The maximum approval rating was 2018.,2,1,2,0,0,1,0,0
176,5,4,2,2,3,Maximum,Steep fall slows to a steady decrease,Steep fall from 2018 to 2020.,3,1,3,0,0,0,1,0
176,5,4,3,2,3,Maximum,Steep fall slows to a steady decrease,President approval rating was lowest in 2020.,2,0,0,0,0,1,0,0
177,5,4,1,4,NA,President starts popular initiatives against child hunger,NA,There's no way a throwaway child hunger initiative in a country with overly redundant food welfare and a availability would shift almost half the country's opinion of him in a positive manner,4,0,0,1,0,0,0,1
177,5,4,2,4,NA,President starts popular initiatives against child hunger,NA,The President's rise and popularity had to have to do with something else's and the hunger initiative was just along for the ride so to speak. Correlation without causation though I generally loathe that phrase.,4,0,0,1,0,0,0,1
177,5,4,3,4,NA,President starts popular initiatives against child hunger,NA,"His sharp and steady decline has to have been the result of failing spectacularly at whatever caused it to spike in the first place, which I doubt with 99.9999% certainty had anything to to with child hunger unless it was part of some massive New New Deal or something like that",4,0,0,1,0,0,0,1
178,1,2,1,1,3,"Years span 1960-2020, shown in decades",Slight uptick in the overall decreasing trend,Immigration exploded in 2020,3,0,0,0,0,0,1,0
178,1,2,2,1,3,"Years span 1960-2020, shown in decades",Slight uptick in the overall decreasing trend,There was a slight uptick in a downward trend in immigration in the 70s,3,1,3,0,0,0,1,0
178,1,2,3,1,3,"Years span 1960-2020, shown in decades",Slight uptick in the overall decreasing trend,Immigration did not greatly increase or decrease from the 60s to 2010s,3,0,0,0,0,0,1,0
179,8,4,1,2,3,Number of app users in 2020 less than in 2015,Rapid increase in users from 2012 to 2013,The app had a quick peak and a slow trickle,3,0,0,0,0,0,1,0
179,8,4,2,2,3,Number of app users in 2020 less than in 2015,Rapid increase in users from 2012 to 2013,Steady decline after the rapid user increase,3,0,0,0,0,0,1,0
180,3,3,1,2,4,"Stock index at 5 in 2010, less than in 1970",National debt crisis caused steep decrease from 1960-62.,national debt crisis has steep decrease from 1960 to 1965,4,1,4,0,0,0,0,1
180,3,3,2,2,4,"Stock index at 5 in 2010, less than in 1970",National debt crisis caused steep decrease from 1960-62.,national debt crisis steadily falls from 1965 to 2010,4,0,0,0,0,0,0,1
180,3,3,3,2,4,"Stock index at 5 in 2010, less than in 1970",National debt crisis caused steep decrease from 1960-62.,stock index went from 4000 to 2700 in 3 years,2,0,0,0,0,1,0,0
181,6,3,1,3,4,National debt climbs to previous high,Government instituted restrictions on international borrowing,"From early 1990s to early 2000s, national debt increased to a new high.",3,1,3,0,0,0,1,0
181,6,3,2,3,4,National debt climbs to previous high,Government instituted restrictions on international borrowing,"Since government restricted international borrowing in early 2000, the national debt stays flat or remains the same from the new high.",4,1,4,0,0,0,0,1
181,6,3,3,3,4,National debt climbs to previous high,Government instituted restrictions on international borrowing,"Prior to 1990s, there was no national debt or national debt was decreasing.",3,0,0,0,0,0,1,0
182,6,3,1,2,3,Minimum,National debt climbs to previous high,National debt reached a record high around 2000.,2,0,0,0,0,1,0,0
182,6,3,2,2,3,Minimum,National debt climbs to previous high,National debt was lowest around 1992.,2,1,2,0,0,1,0,0
182,6,3,3,2,3,Minimum,National debt climbs to previous high,National debt was mostly stagnant from 2000-2010.,3,0,0,0,0,0,1,0
183,8,4,1,1,NA,Number of app users ranged from 0 to 500K,NA,"The number of app users, starting in 2012, spiked to a high point of 500k before falling back down again.",3,0,0,0,0,0,1,0
183,8,4,2,1,NA,Number of app users ranged from 0 to 500K,NA,The number of app users have been on a general decline from 2010-2020.,3,0,0,0,0,0,1,0
183,8,4,3,1,NA,Number of app users ranged from 0 to 500K,NA,The number of app users has been below 100k since 2014.,2,0,0,0,0,1,0,0
184,9,4,1,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,There was a steady decline in sports game attendance from 2000 to 2010,3,0,0,0,0,0,1,0
184,9,4,2,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,There was a large spike in game attendance in 2010 that dropped suddenly in 2011.,3,1,2,0,0,0,1,0
184,9,4,3,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,"After 2011, there is a steady increase in game attendance.",3,0,0,0,0,0,1,0
185,8,3,1,2,NA,Number of app users in 2020 less than in 2015,NA,Less people use apps now,2,0,0,0,0,1,0,0
185,8,3,2,2,NA,Number of app users in 2020 less than in 2015,NA,app useage skyrocketed from 2012-2013,3,0,0,0,0,0,1,0
185,8,3,3,2,NA,Number of app users in 2020 less than in 2015,NA,app usage greatlt declined after 2013,3,0,0,0,0,0,1,0
186,1,3,1,1,2,"Years span 1960-2020, shown in decades",Number of immigrants in 2012 is greater than in 2011,The number of immigrants skyrocketed in 2020,3,0,0,0,0,0,1,0
186,1,3,2,1,2,"Years span 1960-2020, shown in decades",Number of immigrants in 2012 is greater than in 2011,The number of immigrants stayed relatively flat from 1960-2020,3,0,0,0,0,0,1,0
186,1,3,3,1,2,"Years span 1960-2020, shown in decades",Number of immigrants in 2012 is greater than in 2011,Immigration did slightly lessen after 1970,3,0,0,0,0,0,1,0
187,6,3,1,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,govt debt dramatically dropped in 1990,3,0,0,0,0,0,1,0
187,6,3,2,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,govt debt started to rise steadily until 2000,3,0,0,0,0,0,1,0
187,6,3,3,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,in 2000 there was laws enacted to limit international borrowing which made debt steady,4,1,4,0,0,0,0,1
188,1,4,1,1,4,"Years span 1960-2020, shown in decades",More job opportunities and government policy encouraged immigration,It stayed cocnsistant till about 2015,3,0,0,0,0,0,1,0
188,1,4,2,1,4,"Years span 1960-2020, shown in decades",More job opportunities and government policy encouraged immigration,It gave data from 1960 to 2020.,1,1,1,0,1,0,0,0
188,1,4,3,1,4,"Years span 1960-2020, shown in decades",More job opportunities and government policy encouraged immigration,It started to climb a lot around 2015.,3,0,0,0,0,0,1,0
189,2,4,1,1,2,"Years span 1960 to 2010, shown in decades",Income in 2010 greater than 2008,data shows years from 1960 to 2010,1,1,1,0,1,0,0,0
189,2,4,2,1,2,"Years span 1960 to 2010, shown in decades",Income in 2010 greater than 2008,data shows values increasing over time period.,3,0,0,0,0,0,1,0
189,2,4,3,1,2,"Years span 1960 to 2010, shown in decades",Income in 2010 greater than 2008,peak value was in the last year on the chart which was 2010,2,1,2,0,0,1,0,0
190,2,3,1,3,NA,"After steadily increasing, median household income spiked suddenly in 2008.",NA,Median household income rose linearly from $20k in 1960 to about $62K in 2009.,2,0,0,0,0,1,0,0
190,2,3,2,3,NA,"After steadily increasing, median household income spiked suddenly in 2008.",NA,From 2009 to 2010 Median household income spike upward from 60k to 80k.,2,0,0,0,0,1,0,0
191,5,4,1,2,NA,Maximum,NA,The Presidential Approval Rating was at its highest between 2017 and 2018.,2,1,2,0,0,1,0,0
191,5,4,2,2,NA,Maximum,NA,The Presidential Approval Rating was lower in 2020 than it was in 2016.,2,0,0,0,0,1,0,0
192,5,2,1,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,The higher approval coincides with initiatives to stop hunger,4,1,4,0,0,0,0,1
192,5,2,2,3,4,Steep fall slows to a steady decrease,President starts popular initiatives against child hunger,approval falls sharply after,3,0,0,0,0,0,1,0
193,7,2,1,1,3,Line depicts number of immigrants over time,Second peak occurs about 10 years after the first,The chart shows the number of immigrants over time.,1,1,1,0,1,0,0,0
193,7,2,2,1,3,Line depicts number of immigrants over time,Second peak occurs about 10 years after the first,There were around 2 million immigrants around 1980.,2,0,0,0,0,1,0,0
193,7,2,3,1,3,Line depicts number of immigrants over time,Second peak occurs about 10 years after the first,The second peak happened 10 years after the first peak.,3,1,3,0,0,0,1,0
194,2,4,1,2,NA,Income in 2010 greater than 2008,NA,The income is greater in 2010 compared to 1960,2,0,0,0,0,1,0,0
194,2,4,2,2,NA,Income in 2010 greater than 2008,NA,The chart shows the median household income between 1960 and 2010,1,0,0,0,1,0,0,0
194,2,4,3,2,NA,Income in 2010 greater than 2008,NA,"from 1960 to 2005 income rose steadily, Then after 2005 it rose even more.",3,0,0,0,0,0,1,0
195,9,3,1,2,4,Attendance in 2010 greater than 2009,Sustained high attendance due to consecutive season ticket deals,Sports games attendance dropped to a low in about 2009,2,0,0,0,0,1,0,0
195,9,3,2,2,4,Attendance in 2010 greater than 2009,Sustained high attendance due to consecutive season ticket deals,"Then, in 2010 ticket sales were super high and a little bit of a plateau because of deals",4,1,4,0,0,0,0,1
195,9,3,3,2,4,Attendance in 2010 greater than 2009,Sustained high attendance due to consecutive season ticket deals,"After the deal was over, the ticket sales dropped immediately, but over time, from 2011-2020 they've continuously increased positively.",4,1,4,0,0,0,0,1
196,5,5,1,1,NA,President approval rating over 5 years (2015-2020),NA,"The presidential approval rating sharply increased in mid 2017, before plummeting afterwards.",3,0,0,0,0,0,1,0
197,1,5,1,2,3,Number of immigrants in 2012 is greater than in 2011,Slight uptick in the overall decreasing trend,"Near the decade of 2020, there was a huge increase in the number of immigrants.",3,0,0,0,0,0,1,0
198,7,4,1,2,3,Immigration in 1982 higher than 1980,Second peak occurs about 10 years after the first,Immigration was higher in 1982 than 1980.,2,1,2,0,0,1,0,0
198,7,4,2,2,3,Immigration in 1982 higher than 1980,Second peak occurs about 10 years after the first,There was another peak in immigration 10 years after 1982.,3,1,3,0,0,0,1,0
198,7,4,3,2,3,Immigration in 1982 higher than 1980,Second peak occurs about 10 years after the first,After 1992 immigration started to fall again.,3,0,0,0,0,0,1,0
199,7,3,1,3,NA,Second peak occurs about 10 years after the first,NA,There were two peaks in immigration; one in 1980 and one in 1990.,3,1,3,0,0,0,1,0
200,4,3,1,1,NA,Line depicts the change in median household income every 10 years from 1960-2010,NA,"Household income began a steep climb after 1980, peaking at around 80,000 around 1985.",3,0,0,0,0,0,1,0
200,4,3,2,1,NA,Line depicts the change in median household income every 10 years from 1960-2010,NA,Household income stayed relatively stable between 1960 and 1980.,3,0,0,0,0,0,1,0
200,4,3,3,1,NA,Line depicts the change in median household income every 10 years from 1960-2010,NA,"After a steep decline, household incomes rebounded starting in 1990 and climbed steadily until 2010.",3,0,0,0,0,0,1,0
201,8,5,1,3,NA,Rapid increase in users from 2012 to 2013,NA,Level of app users from 2010 to 2020,1,0,0,0,1,0,0,0
201,8,5,2,3,NA,Rapid increase in users from 2012 to 2013,NA,Number of app users in 2010 is higher than the app users in 2012,2,0,0,0,0,1,0,0
201,8,5,3,3,NA,Rapid increase in users from 2012 to 2013,NA,Rapid increase the number of app user from 2012 to 2013,3,1,3,0,0,0,1,0
202,7,5,1,1,4,Line depicts number of immigrants over time,Changes in administrative policy caused spikes in immigration,There were two spikes in immigration; one in 1980 and one in 1990.,3,0,0,0,0,0,1,0
203,9,4,1,3,4,Attendance plummets over the span of a year.,Sustained high attendance due to consecutive season ticket deals,Deals helped maintain steady attendance,4,1,4,0,0,0,0,1
203,9,4,2,3,4,Attendance plummets over the span of a year.,Sustained high attendance due to consecutive season ticket deals,Once deals ended attendance plummeted.,4,1,4,0,0,0,0,1
203,9,4,3,3,4,Attendance plummets over the span of a year.,Sustained high attendance due to consecutive season ticket deals,Attendance eventually grew back as tickets became normalized in the market,4,0,0,1,0,0,0,1
204,5,4,1,2,4,Maximum,President starts popular initiatives against child hunger,hunger initiative peaked in 2017-2018,2,1,2,0,0,1,0,0
204,5,4,2,2,4,Maximum,President starts popular initiatives against child hunger,`ihunger inititiatives have been declining since 2018,3,0,0,0,0,0,1,0
205,1,4,1,2,3,Number of immigrants in 2012 is greater than in 2011,Slight uptick in the overall decreasing trend,Immigration stayed steady from 1960 to 2015,3,0,0,0,0,0,1,0
205,1,4,2,2,3,Number of immigrants in 2012 is greater than in 2011,Slight uptick in the overall decreasing trend,in 2020 the was a large increase in immgrants,3,0,0,0,0,0,1,0
206,4,3,1,2,3,Maximum,"After falling, household income increases.",The peak was around 1985,2,1,2,0,0,1,0,0
206,4,3,2,2,3,Maximum,"After falling, household income increases.",One axis went from 80K to 20K,1,0,0,0,1,0,0,0
206,4,3,3,2,3,Maximum,"After falling, household income increases.",The other axis went from 1960 to 2010,1,0,0,0,1,0,0,0
207,3,4,1,2,3,"Stock index at 5 in 2010, less than in 1970","Pivotal moment for stock index in 1962, decreasing rate changed dramatically",Stocks dropped from 1960 to 2010,3,0,0,0,0,0,1,0
207,3,4,2,2,3,"Stock index at 5 in 2010, less than in 1970","Pivotal moment for stock index in 1962, decreasing rate changed dramatically",There was a sharp drop early in the 1960s,3,1,3,0,0,0,1,0
207,3,4,3,2,3,"Stock index at 5 in 2010, less than in 1970","Pivotal moment for stock index in 1962, decreasing rate changed dramatically",A steady decline after a sharp drop,3,0,0,0,0,0,1,0
208,2,5,1,2,4,Income in 2010 greater than 2008,Steady increase from 1960-2008 was caused by an increase in base wages.,The median income greatly spiked after 2008,3,1,2,0,0,0,1,0
208,2,5,2,2,4,Income in 2010 greater than 2008,Steady increase from 1960-2008 was caused by an increase in base wages.,It increased every year.,2,0,0,0,0,1,0,0
209,6,3,1,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,"National debt increased from 1992 to about 2000, when the government implemented restrictions on borrowing",4,1,4,0,0,0,0,1
209,6,3,2,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,National debt fell from over 20 trillion to under ten trillion around the year 1990,2,0,0,0,0,1,0,0
209,6,3,3,1,4,National debt over 20 years,Government instituted restrictions on international borrowing,"After the government instituted restrictions on borrowing around 2000, the national debt has been stagnant around 30 trillion going into 2010",4,1,4,0,0,0,0,1
210,6,4,1,3,4,National debt climbs to previous high,Government instituted restrictions on international borrowing,Stayed steady towards the 2010 to 2020.,3,0,0,0,0,0,1,0
210,6,4,2,3,4,National debt climbs to previous high,Government instituted restrictions on international borrowing,Showed a decrease early on,3,0,0,0,0,0,1,0
211,2,4,1,3,NA,"After steadily increasing, median household income spiked suddenly in 2008.",NA,Median household incomes increased from 1960 to 2010.,3,0,0,0,0,0,1,0
211,2,4,2,3,NA,"After steadily increasing, median household income spiked suddenly in 2008.",NA,Median household income surged in 2008.,3,1,3,0,0,0,1,0
211,2,4,3,3,NA,"After steadily increasing, median household income spiked suddenly in 2008.",NA,"The median household income in 1960 was $20,000.",2,0,0,0,0,1,0,0
212,5,4,1,2,NA,Maximum,NA,The President Approval Rating % has been trending down since it maxed out at 80% in mid-2017,3,1,2,0,0,0,1,0
213,3,5,1,1,4,Line depicts stock index over a series of 5 decades,National debt crisis caused steep decrease from 1960-62.,The chart depicts the stock index from 1960 to 2010.,1,1,1,0,1,0,0,0
213,3,5,2,1,4,Line depicts stock index over a series of 5 decades,National debt crisis caused steep decrease from 1960-62.,The national dept crisis caused steep decrease stock index in 1960 to 1965 year,4,1,4,0,0,0,0,1
213,3,5,3,1,4,Line depicts stock index over a series of 5 decades,National debt crisis caused steep decrease from 1960-62.,The year 2010 decades is minimum index of the stock.,2,0,0,0,0,1,0,0
214,6,3,1,1,2,National debt over 20 years,Minimum,The national debt being so low in the early 1990's,2,1,2,0,0,1,0,0
214,6,3,2,1,2,National debt over 20 years,Minimum,The national debt staying the same from the year 2000 onwards,3,0,0,0,0,0,1,0
214,6,3,3,1,2,National debt over 20 years,Minimum,The high and fast rise of the national debt in the mid to late 1990's.,3,0,0,0,0,0,1,0
215,4,4,1,3,4,"After falling, household income increases.",Technological boom,The tech boom in the early 1980s lead to a huge increase in median household incomes,4,1,4,0,0,0,0,1
216,2,5,1,1,NA,"Years span 1960 to 2010, shown in decades",NA,Median incomes were higher in 2010 than they were in 1960.,2,0,0,0,0,1,0,0
216,2,5,2,1,NA,"Years span 1960 to 2010, shown in decades",NA,The chart showed data from 1960 to 2010.,1,1,1,0,1,0,0,0
216,2,5,3,1,NA,"Years span 1960 to 2010, shown in decades",NA,There was a significant increase between 2000 and 2010,3,0,0,0,0,0,1,0
217,6,3,1,2,4,Minimum,Government instituted restrictions on international borrowing,"After 2000, the government instituted restrictions on international borrowing and the national debt as remained relatively constant over the last 20 years.",4,1,4,0,0,0,0,1
217,6,3,2,2,4,Minimum,Government instituted restrictions on international borrowing,The National Debt rose sharply from 1992 to 2000.,3,0,0,0,0,0,1,0
217,6,3,3,2,4,Minimum,Government instituted restrictions on international borrowing,The National Debt was at it's three-decade minimum in 1992.,2,1,2,0,0,1,0,0
218,4,4,1,3,NA,"After falling, household income increases.",NA,Household income increased a lot in 1985,3,0,0,0,0,0,1,0
218,4,4,2,3,NA,"After falling, household income increases.",NA,"After 1990, the household income rose significantly",3,1,3,0,0,0,1,0
218,4,4,3,3,NA,"After falling, household income increases.",NA,"From 1960 to 1980, the household income was relatively the same.",3,0,0,0,0,0,1,0
219,2,5,1,1,3,"Years span 1960 to 2010, shown in decades","After steadily increasing, median household income spiked suddenly in 2008.",There was a sudden spike in income at the end of the '00s.,3,1,3,0,0,0,1,0
219,2,5,2,1,3,"Years span 1960 to 2010, shown in decades","After steadily increasing, median household income spiked suddenly in 2008.",Household income had steadily increased over the last five decades before 2010.,3,1,3,0,0,0,1,0
220,2,4,1,1,4,"Years span 1960 to 2010, shown in decades",Steady increase from 1960-2008 was caused by an increase in base wages.,Household incomes spiked due to an increase in base wages,4,1,4,0,0,0,0,1
220,2,4,2,1,4,"Years span 1960 to 2010, shown in decades",Steady increase from 1960-2008 was caused by an increase in base wages.,Income levels reached 80k in 2010,2,0,0,0,0,1,0,0
220,2,4,3,1,4,"Years span 1960 to 2010, shown in decades",Steady increase from 1960-2008 was caused by an increase in base wages.,"They steadily rose year after year, no stagnation",3,0,0,0,0,0,1,0
221,9,4,1,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,This chart 2010 greater than 2009.,2,1,2,0,0,1,0,0
221,9,4,2,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,This chart represent first decrease and finally increases.,3,0,0,0,0,0,1,0
221,9,4,3,2,3,Attendance in 2010 greater than 2009,Attendance plummets over the span of a year.,2020 is very higher than 2010.,2,0,0,0,0,1,0,0
222,8,3,1,4,NA,Update to the app introduced large issues for users,NA,The update caused a spike in users,4,1,4,0,0,0,0,1
222,8,3,2,4,NA,Update to the app introduced large issues for users,NA,After the update the users dipped,4,1,4,0,0,0,0,1
222,8,3,3,4,NA,Update to the app introduced large issues for users,NA,It is a chart from 2012 to 2020,1,0,0,0,1,0,0,0
223,6,4,1,1,3,National debt over 20 years,National debt climbs to previous high,The national debt went way down in the early 1990's.,3,0,0,0,0,0,1,0
223,6,4,2,1,3,National debt over 20 years,National debt climbs to previous high,The national debt made a new high after dipping to a low.,3,1,3,0,0,0,1,0
223,6,4,3,1,3,National debt over 20 years,National debt climbs to previous high,The national debt has always remained high.,3,0,0,0,0,0,1,0
224,1,2,1,3,NA,Slight uptick in the overall decreasing trend,NA,There was a sharp increase in the number of immigrants in the years shortly before 2020.,3,0,0,0,0,0,1,0
224,1,2,2,3,NA,Slight uptick in the overall decreasing trend,NA,There was an overall decreasing trend in the number of immigrants from 1960 to 1980.,3,1,3,0,0,0,1,0
224,1,2,3,3,NA,Slight uptick in the overall decreasing trend,NA,"In 1970, there was a slight uptick in the overall decreasing trend.",3,1,3,0,0,0,1,0
225,5,4,1,4,NA,President starts popular initiatives against child hunger,NA,The chart represented the Presidents approval rating from 2015 through 2020.,1,0,0,0,1,0,0,0
